id,price_doc
30474,11955173.554766612
30475,16750209.042295182
30476,12606472.635831134
30477,13625547.90845025
30478,11519880.21871192
30479,20098998.44430138
30480,10190882.539856737
30481,10393277.721470315
30482,10573494.728560386
30483,11312766.007169323
30484,14844000.17526868
30485,11938375.182340143
30486,11000400.615548072
30487,10656961.715734843
30488,11326932.486153208
30489,12590196.110459508
30490,28035091.393325042
30491,43953790.409990564
30492,13340593.487956101
30493,32181491.73782667
30494,16052289.829259269
30495,23636739.241283022
30496,17181885.014597572
30497,14414854.842659883
30498,10560387.418583417
30499,12239746.584127022
30500,29348144.93689645
30501,14408991.438037593
30502,8625772.551987687
30503,10162230.93540217
30504,14108971.916866664
30505,25077133.725831736
30506,6287950.908669055
30507,12892836.138070513
30508,12666853.559333935
30509,16491159.884809526
30510,22917178.445495855
30511,13477559.069771428
30512,12310386.67515494
30513,10074085.862941774
30514,6557295.4417295735
30515,23966436.2493328
30516,13199194.863759961
30517,23607056.326570258
30518,17898789.237107042
30519,10705005.576415291
30520,17219558.185402848
30521,10230995.060926648
30522,14947282.318401555
30523,13512035.446119202
30524,22363184.576858997
30525,25257672.54299475
30526,11435460.272902582
30527,12790159.547301088
30528,14474131.850391636
30529,13014652.939141747
30530,12299778.577891028
30531,29790043.890377123
30532,10091118.47279138
30533,25615633.180130426
30534,15103627.522361109
30535,22251294.46249406
30536,13395383.520345904
30537,24948654.154344715
30538,12874370.956404021
30539,22094575.013902072
30540,23205653.64819585
30541,13382412.367651042
30542,5434497.549664231
30543,12502467.70037027
30544,14095622.961944088
30545,17087775.529814083
30546,9834066.621498609
30547,22143594.938189108
30548,10129980.723838419
30549,12189776.958543705
30550,22510030.19254117
30551,12172478.227570785
30552,5058069.703431822
30553,16390650.964002062
30554,20918167.602099553
30555,13948038.608440649
30556,22557019.457662955
30557,16631664.202629505
30558,19263493.24510172
30559,13913832.2510707
30560,13712629.93986496
30561,17004085.651316915
30562,31466480.852020003
30563,14247152.010885257
30564,14151559.755219312
30565,15948816.2046602
30566,15261124.718537152
30567,5313327.739875233
30568,26210989.07826207
30569,19243978.203141216
30570,14843659.250477275
30571,20060960.661540635
30572,12135727.506040936
30573,14847861.463886462
30574,14040885.26192164
30575,17597656.436632395
30576,10989249.197212795
30577,9194266.69234021
30578,6401090.547192553
30579,16122691.714461932
30580,11457549.131282153
30581,12028421.528562851
30582,26758406.624486946
30583,15769904.434440935
30584,11148357.158535551
30585,9829071.70710102
30586,21973126.636431787
30587,13100710.867997138
30588,16937361.485358663
30589,18925207.88881685
30590,22350369.826495077
30591,11946773.637549598
30592,14548952.766495146
30593,15212334.085711928
30594,16442401.540816275
30595,12780300.722089373
30596,11929399.502243122
30597,14989875.510669127
30598,23264419.997115195
30599,22278740.207727205
30600,16243944.150487157
30601,14611453.05094391
30602,5248331.652191639
30603,29670264.781853795
30604,9956315.747904507
30605,15093176.601457125
30606,30962305.553676218
30607,13038613.850233428
30608,17639272.504351
30609,12638507.66347629
30610,8237239.71042239
30611,12341572.990558587
30612,18416074.71157991
30613,19395654.453605495
30614,36127364.49321045
30615,16460449.877432851
30616,12654497.585660318
30617,20198744.848890916
30618,10550608.848727357
30619,13168767.492725452
30620,6143372.951636645
30621,20372319.05033361
30622,20214941.059718717
30623,12300345.56568334
30624,14454653.037995448
30625,15702814.558948388
30626,13643544.812754646
30627,14756542.8638447
30628,14697962.917945532
30629,12545355.506026868
30630,14190530.515648026
30631,14643953.237638075
30632,11366596.161248703
30633,12027610.64261871
30634,25630420.114846513
30635,23280395.70832393
30636,12780411.723814916
30637,21899861.40209357
30638,14915303.068340538
30639,18070634.77358732
30640,10703100.886897277
30641,17698114.014838614
30642,14899602.915004103
30643,17551254.917525787
30644,23075107.61393588
30645,16099652.238066072
30646,11430393.264890969
30647,12228970.621334178
30648,36895310.26295085
30649,6205909.378740205
30650,11387168.290331906
30651,6466747.769949878
30652,10932184.349410363
30653,18210776.231718987
30654,11317928.470602661
30655,38331241.89762953
30656,10400171.299279451
30657,13750478.579610342
30658,17150947.09336652
30659,11541332.114267264
30660,19414654.1925084
30661,16570380.065344552
30662,19387312.611684784
30663,28207303.37224773
30664,26815028.713402357
30665,13710975.74588791
30666,5996132.6346538225
30667,10564013.764363058
30668,17717243.909145474
30669,11569570.8159397
30670,6181911.963865751
30671,14964502.544888025
30672,42284052.03534348
30673,24292713.5993853
30674,21157330.292779237
30675,5285237.277911082
30676,16656633.832459696
30677,9367735.563266257
30678,29609551.186280012
30679,10155305.994676746
30680,11611526.57377592
30681,5689088.880437115
30682,19146205.79220519
30683,23657886.30745505
30684,11750056.64474441
30685,16387414.071789375
30686,22042150.837559905
30687,12444348.59241868
30688,11562614.404099388
30689,34065094.12359618
30690,36887430.235795885
30691,10924597.625488272
30692,12244437.126685414
30693,28930374.44922892
30694,13943472.695172576
30695,17840740.33352992
30696,15259773.82940667
30697,26710170.942994557
30698,10966361.157719696
30699,12527572.061485983
30700,12449289.672166301
30701,23043125.947977822
30702,14932001.949046027
30703,9633869.53572253
30704,30840815.866124664
30705,17152319.568996813
30706,42403476.27549606
30707,7041878.479171656
30708,28666720.925804123
30709,15515691.91370969
30710,16115383.225766525
30711,11985783.60326597
30712,9919895.434602395
30713,15451987.01974499
30714,14541414.105469584
30715,8282033.394821858
30716,23567317.176611554
30717,15524285.036293369
30718,17048072.11950779
30719,25278307.394452106
30720,12137490.32346878
30721,14173300.96614127
30722,15025919.8819765
30723,12795578.538556408
30724,26900434.878378987
30725,14730776.193103848
30726,26802672.176578578
30727,23636512.315945864
30728,20196555.298115186
30729,6908187.749050061
30730,11975248.903821915
30731,14180814.025647316
30732,11120709.857367363
30733,20154805.91497646
30734,16793401.079036
30735,13215013.32791377
30736,14117545.105421064
30737,13928297.246749695
30738,13857689.37363802
30739,7512370.229751394
30740,16654810.97642583
30741,22206012.711252835
30742,10288464.133174637
30743,12321225.028959781
30744,20783480.80046059
30745,16428378.22399177
30746,13127587.487026418
30747,43324088.864741534
30748,34817225.144121476
30749,13049906.399143297
30750,17012327.38285906
30751,7188469.710725223
30752,18631935.093377475
30753,24066197.161844738
30754,11304755.74485165
30755,7003871.448144167
30756,16168483.966822827
30757,12837335.590830298
30758,23196989.88379223
30759,12443333.253834698
30760,6731140.100245545
30761,22616944.253751427
30762,14915326.743094288
30763,31334212.352607097
30764,14254679.551298665
30765,13283266.451125296
30766,7955452.774803903
30767,22491542.58696441
30768,10898068.46159211
30769,14628157.678118803
30770,13587909.163790978
30771,8531082.95143995
30772,17812732.59615534
30773,16315362.048290594
30774,12571682.883655807
30775,25450383.54911293
30776,11093462.054334883
30777,13123006.0057456
30778,20718984.58760328
30779,14059222.582487812
30780,17346116.212782346
30781,15756719.745399907
30782,12061363.535441903
30783,11788893.308010725
30784,9587323.545804221
30785,12277816.0696632
30786,10041420.677058239
30787,13702758.081000172
30788,12998106.963090276
30789,15497684.685128719
30790,13267519.016406242
30791,21644530.620897193
30792,16646669.84179278
30793,22545923.174448043
30794,31216082.20242227
30795,22169505.03342744
30796,24276924.99895475
30797,36512415.337310426
30798,6338898.253897411
30799,20920822.393637873
30800,30780511.55519758
30801,13501010.349018522
30802,37533455.84993525
30803,9171276.370352976
30804,10416580.326422764
30805,31961804.168997224
30806,16687269.600000536
30807,14390697.511847276
30808,27864761.31406275
30809,12500276.501729809
30810,24465332.303910017
30811,9050131.64017581
30812,11162265.128281366
30813,11737168.749812169
30814,6519669.196080422
30815,9992975.926529821
30816,17324382.877918854
30817,5390320.630583375
30818,17553280.44523734
30819,18529706.847214762
30820,10507076.595188303
30821,30950883.196902327
30822,17168350.807993528
30823,16153658.571828572
30824,9478551.371629417
30825,11891147.69170154
30826,20822800.005855832
30827,11412546.019689955
30828,12688026.356186133
30829,12910655.273161067
30830,22724937.540742896
30831,12270064.725469615
