id,price_doc
30474,10514164.053451909
30475,13396547.864503782
30476,11385935.165649563
30477,9462050.694815949
30478,11550076.23318206
30479,17679037.980687298
30480,10839995.142647123
30481,12103097.110646496
30482,9936688.659688275
30483,11403131.613541229
30484,11311736.00552334
30485,12102042.252846984
30486,9571172.43305066
30487,8854044.291629784
30488,11398625.792691512
30489,13240142.337232513
30490,35438997.51079707
30491,32216953.068434164
30492,10396990.65841107
30493,21691297.357773915
30494,11962906.075283876
30495,18671857.87780646
30496,14759934.599080112
30497,22405658.665010042
30498,8739553.700929418
30499,11585005.91808569
30500,23320952.875744846
30501,12295265.616764836
30502,8018204.932880894
30503,9889106.173451258
30504,11552144.371085368
30505,17198296.367788795
30506,7659997.384349338
30507,12967653.850308595
30508,12974011.063375853
30509,15974591.263984809
30510,16405751.460246094
30511,13194193.984621782
30512,12762256.51419759
30513,10398491.982956538
30514,7556350.306373286
30515,21099278.88272105
30516,10303066.202744478
30517,14569073.861051468
30518,15974602.77286596
30519,9255912.801977182
30520,19914256.293744754
30521,6940539.96107768
30522,16825485.318773806
30523,12530465.913328128
30524,17641185.562851552
30525,12995820.609753007
30526,11128133.398856148
30527,11295807.735978153
30528,11385208.404392634
30529,13527217.037200917
30530,9141771.508824563
30531,25149044.633732244
30532,11144609.059740866
30533,17783360.29110493
30534,13172580.339986166
30535,18217987.473075464
30536,13752638.80153721
30537,25440882.476130188
30538,14758171.817589814
30539,15992841.91169088
30540,16837341.082069647
30541,13276401.796669083
30542,7355467.013036974
30543,10505578.87994587
30544,10557094.077367999
30545,13216331.125739666
30546,7998154.218385884
30547,15983214.251226235
30548,11398804.032900676
30549,11014270.535088306
30550,22194448.63149891
30551,9212271.023951342
30552,4471243.50161062
30553,12138891.13947007
30554,21043854.5694296
30555,13176256.6037225
30556,16711932.414023446
30557,12754288.597527653
30558,16750272.59800449
30559,11655599.719107307
30560,9114765.341307517
30561,14842175.867504833
30562,32468077.306785554
30563,9907571.209922913
30564,14991773.033744734
30565,10062005.038421616
30566,8502928.804752704
30567,4635283.152369093
30568,25457558.686867323
30569,18959270.141629007
30570,14088129.388531165
30571,24865399.217174098
30572,13131567.284782466
30573,12083477.319742952
30574,13459104.324129693
30575,15449477.426735245
30576,9454088.541393766
30577,8485655.94825546
30578,8115844.656596469
30579,12551031.867990606
30580,11497211.623231186
30581,10298350.137683284
30582,17626653.513341166
30583,12848714.920245716
30584,10879092.951578483
30585,8096436.923894563
30586,19080466.54868356
30587,10733851.698494019
30588,13109684.720433649
30589,17608178.331314303
30590,21642294.696285382
30591,10252381.031506434
30592,13315590.4175432
30593,11749152.842217349
30594,17756132.208940838
30595,10880545.471596396
30596,14334733.242133414
30597,12387531.748085998
30598,19414401.368495863
30599,23690105.628656276
30600,17801658.128951926
30601,13474523.236827098
30602,5020179.529512964
30603,30081964.018007748
30604,9458106.248126721
30605,11794580.501611965
30606,24182155.734141603
30607,12895578.21899328
30608,17468892.4130112
30609,13343742.277849132
30610,8702140.573399289
30611,11573960.294182412
30612,17814198.51252233
30613,9061565.689867841
30614,39146662.10523206
30615,14399690.833901713
30616,11043704.447850041
30617,17968540.92511656
30618,8703452.647020046
30619,8267766.203138024
30620,5437517.285205626
30621,19991373.17467679
30622,16888143.421505284
30623,12738669.381866096
30624,9461294.361677848
30625,16763755.708853198
30626,13802395.031476315
30627,11901586.319829939
30628,11699300.99178324
30629,11506754.041058768
