id,price_doc
30474,5267006.692154835
30475,7139150.573948459
30476,5689710.118205917
30477,5697848.668442165
30478,5217390.542954954
30479,8368498.97613598
30480,4457298.640209113
30481,4444203.622485888
30482,4448125.458485806
30483,4983542.906452759
30484,6238458.765781066
30485,5212877.689417314
30486,4661702.114648428
30487,4428060.545753485
30488,4942384.623513498
30489,5281050.681273282
30490,11255062.667878462
30491,15678690.97160595
30492,5567777.541810722
30493,13191395.25165633
30494,6783260.658156321
30495,9873812.382359698
30496,7066353.939863455
30497,5785876.388687479
30498,4329502.00618365
30499,5222410.853840274
30500,11658342.108808111
30501,6465151.802385773
30502,3774423.5163254202
30503,4261498.420788975
30504,5794972.545838938
30505,10032280.884851329
30506,2910418.6412059874
30507,5362324.952300766
30508,5217719.651043421
30509,7149085.449557173
30510,9357273.302746294
30511,6102913.107403278
30512,5784327.460928358
30513,4488058.867689486
30514,3057141.038848412
30515,9724930.015544694
30516,5589447.415463605
30517,10351316.601143757
30518,7608354.267208277
30519,4931234.356717394
30520,7402271.000581129
30521,4583405.060818446
30522,7155340.701836536
30523,5563292.362486356
30524,8507501.758958068
30525,10335943.680285517
30526,5037662.049957293
30527,5350719.574518445
30528,6087057.336811884
30529,5941083.962487184
30530,5347506.002239806
30531,11768363.222847352
30532,4309677.846631416
30533,10106102.00075212
30534,6432152.986239695
30535,9217970.137090191
30536,5737454.540133601
30537,10175177.929278957
30538,5495087.926844626
30539,8930350.017990323
30540,9500028.789859887
30541,5772672.084438004
30542,2329815.6058881893
30543,5140077.51280363
30544,5656045.15247244
30545,7444764.703264895
30546,4059186.206745552
30547,8645822.37163675
30548,4483774.83091649
30549,5238045.607632702
30550,9608359.083650868
30551,5333766.988610493
30552,2244269.465352954
30553,6516555.505620112
30554,8844312.718117276
30555,5840137.756870567
30556,9594426.555088187
30557,7289792.62307652
30558,7281867.000229548
30559,6161537.47699135
30560,6173731.504089631
30561,6929661.599467065
30562,12948891.153473746
30563,6305144.515495825
30564,6188437.438386445
30565,6363149.166353421
30566,6261558.202205971
30567,2255286.616882676
30568,10535766.467764001
30569,8463402.716895256
30570,6352178.040699057
30571,8612559.231732361
30572,5133137.085691994
30573,6308715.911964792
30574,6214533.660220784
30575,7481742.627784046
30576,4712322.08569657
30577,3954929.2129553733
30578,2965742.708882984
30579,6558255.306073573
30580,4674361.999181177
30581,4972674.50307939
30582,11106067.011436578
30583,6901095.858554685
30584,4855013.535210498
30585,4080416.9594670255
30586,9294635.785167802
30587,5872028.897350853
30588,8298802.264510918
30589,7720647.522427904
30590,8684742.512407593
30591,5112945.237166841
30592,6317245.38605232
30593,6328326.837260778
30594,6719433.664708317
30595,5442686.179477801
30596,5147594.005914311
30597,6372412.991190856
30598,9706711.745513834
30599,9308650.39505209
30600,7331609.784022834
30601,6072550.178393555
30602,2299567.4632783877
30603,11989073.905621963
30604,4465286.273554279
30605,6342934.183876744
30606,12738298.287308825
30607,5673788.3503376795
30608,7277010.1361120185
30609,5288469.960895853
30610,3619369.131379389
30611,5119142.233557184
30612,7514853.399870109
30613,8911764.04416005
30614,14828123.633363279
30615,6916401.599011793
30616,5372252.582956837
30617,8006386.852259855
30618,4666649.4882100625
30619,5651891.114830771
30620,2724375.0231882627
30621,8467643.405868856
30622,8372293.72792822
30623,5072214.448476341
30624,6151224.344721001
30625,6832585.064561799
30626,6611392.531165439
30627,6517171.71899219
30628,6297030.8612457365
30629,5321806.660669481
30630,6163569.211845303
30631,6433810.350511581
30632,4847630.991938299
30633,5289689.77063787
30634,11783243.69737593
30635,9615925.077617858
30636,5337121.523109231
30637,9164831.581866093
30638,6171893.540283189
30639,7321512.19571697
30640,4577217.489689815
30641,6940803.385524556
30642,6362761.789608997
30643,6765729.7242203
30644,9651231.21884137
30645,6453358.686268632
30646,4912930.203993419
30647,5295526.2031356385
30648,15889196.767035488
30649,2694731.623707623
30650,4994964.897889441
30651,2848681.0613777908
30652,4701955.582924496
30653,7509662.753499953
30654,4761021.905599413
30655,15350938.667040039
30656,4440089.369863624
30657,6036301.314879089
30658,8080329.71605983
30659,5103627.56768353
30660,8166274.785171522
30661,7110947.0857620025
30662,7824901.556579804
30663,11438793.41171908
30664,11491432.19085463
30665,5625550.671126842
30666,2679981.6825315617
30667,4662526.278734535
30668,7627459.676732342
30669,5275178.166955256
30670,2650871.627654458
30671,6454841.986296437
30672,16483559.969724039
30673,10110670.798276296
30674,9418556.403766567
30675,2257366.6902057193
30676,6827515.531119879
30677,4313751.964113648
30678,11057130.958164375
30679,4531231.140549074
30680,5185363.545956389
30681,2629956.0929920394
30682,8009990.197879489
30683,9697190.286162373
30684,5047459.881683491
30685,6784528.938339517
30686,9446156.988082407
30687,5384727.316910045
30688,4976359.0837297365
30689,14858517.75118538
30690,15951011.837111227
30691,4864594.674828291
30692,5265791.846355904
30693,12284093.181371283
30694,5880777.779513825
30695,7201480.623931449
30696,6691163.898947352
30697,10812833.009810366
30698,4974837.541365611
30699,5668736.289958946
30700,5280609.149115976
30701,9673760.48601666
30702,6020356.461292749
30703,4211638.288715111
30704,12182417.904073937
30705,7476880.821444787
30706,18316639.324258495
30707,3117334.2922735657
30708,11584769.68324656
30709,6680530.433003861
30710,6527512.149185816
30711,5092711.720155105
30712,4333585.209899544
30713,6391313.966207943
30714,6278953.571677718
30715,3705470.595938826
30716,9771809.107682457
30717,6395497.796941372
30718,7459546.7369762445
30719,10197631.251757478
30720,5278534.89850162
30721,6221826.071596868
30722,5978017.570183067
30723,5520018.697916289
30724,10445504.272249307
30725,6072698.120500851
30726,10954403.827564618
30727,9558275.194183169
30728,8637837.15624202
30729,3090677.776079573
30730,5202693.6613172395
30731,6010026.569553209
30732,4685335.481454273
30733,8082507.439786641
30734,7228603.880584591
30735,5363407.859761051
30736,6050958.747167131
30737,6069436.1998209115
30738,5996869.936801381
30739,3312114.269244555
30740,6941484.914871481
30741,9065502.614353882
30742,4286991.083057139
30743,5252438.576083459
30744,8742536.21675286
30745,7018856.028244752
30746,5357561.316455299
30747,16229303.812869467
30748,14018002.109739458
30749,5473247.049970029
30750,7147810.673265788
30751,3185248.5961540216
30752,7585420.272626194
30753,10099480.453277456
30754,4764594.276228803
30755,3137882.74922413
30756,6600027.889153001
30757,5674467.650777417
30758,10004959.900203638
30759,5443566.058399556
30760,3093757.8820165168
30761,9378207.916283011
30762,6225427.978186897
30763,12812608.808831047
30764,5876584.936163535
30765,5224286.7292277925
30766,3410954.2084798324
30767,9167800.872209594
30768,4726669.834999008
30769,6314115.44883937
30770,5640963.9858719995
30771,3764112.437537806
30772,7382256.767140075
30773,6533818.656863927
30774,5458693.433831063
30775,10422974.723465774
30776,4762645.474377783
30777,5637584.294396898
30778,8695649.08570084
30779,5955104.390631195
30780,7416240.4946010215
30781,6804129.044828312
30782,5300348.814808476
30783,5075980.073776538
30784,4144516.127453958
30785,5384944.265908287
30786,4398660.951323083
30787,5689657.881215055
30788,5529845.87847758
30789,6282297.402161424
30790,5885591.667383509
30791,9202968.604011787
30792,7279141.972151122
30793,9641547.18986948
30794,12371708.807349697
30795,9219289.540865747
30796,9522511.901008464
30797,14812620.768567624
30798,2778461.6968846596
30799,8674205.083686523
30800,11968358.833709445
30801,5553694.61124735
30802,15376069.811958643
30803,4032823.4158410127
30804,4566487.867348417
30805,11684055.246136
30806,7371889.9897345975
30807,6100814.018642841
30808,10915189.281685
30809,5298210.129575559
30810,10476169.740982926
30811,3940279.569595138
30812,4914521.102258878
30813,5111774.351178416
30814,2830231.5870570694
30815,4325822.058137643
30816,6714032.160189154
30817,2294784.1865175804
30818,7461066.393777053
30819,7231857.018680526
30820,4544401.890864896
30821,12695600.797313081
30822,7417581.838954154
30823,6599025.032546307
30824,4009826.9173403955
30825,5141862.998082725
30826,9449391.631550398
30827,5141114.740440695
30828,5413848.778798946
30829,5255849.33597845
30830,9507733.428344082
30831,5618833.179936283
30832,5619074.236097076
30833,5391104.551743438
30834,4165864.928655822
30835,7094542.373922241
30836,6056294.807115864
30837,5744892.2562584365
30838,3826037.8055070527
30839,5819587.400505227
30840,10867879.425657623
30841,10190235.40203323
30842,6580191.274557308
30843,5515684.39416234
30844,6367057.085857322
30845,8087348.478231846
30846,5120427.469751033
30847,5299279.781805396
30848,7516966.672652281
30849,5158228.831892388
30850,3957356.39780458
30851,5131904.798475893
30852,6512381.934109112
30853,4900994.280350762
30854,4941544.304116975
30855,6870663.295038447
30856,7474730.864853427
30857,2715093.2751851804
30858,4337893.745379812
30859,5197581.024092523
30860,5482304.042124876
30861,8196986.216813392
30862,6427558.29254626
30863,5522030.869337626
30864,5462323.501164139
30865,8834838.83231396
30866,6052359.112970934
30867,5893028.552721589
30868,7616045.443749097
30869,5157296.826140967
30870,3246154.7141717803
30871,7710725.819313306
30872,4809266.057058559
30873,4374796.966277761
30874,4370652.73557014
30875,6474704.074035344
30876,5093832.522851045
30877,8759369.924300017
30878,5429125.788470649
30879,7327935.877579532
30880,5681842.275257715
30881,2197872.8642335455
30882,8231370.603782875
30883,4102326.5163946175
30884,5470831.681821642
30885,4438349.265698172
30886,6701716.63668534
30887,4989705.136119145
30888,5874445.014714287
30889,4703838.729188175
30890,6261826.99283384
30891,3467789.4431847003
30892,3422482.347055585
30893,4571674.980172507
30894,5350006.889381782
30895,4711602.200126419
30896,6254913.850317419
30897,7463087.766065183
30898,7300942.71381501
30899,7239255.251378902
30900,4309966.883435261
30901,6434310.781101405
30902,2210959.9465391696
30903,7081253.703354
30904,7534861.097571842
30905,5437769.860712552
30906,4446478.763346082
30907,10789293.968630776
